location_name,joinpoint_model,aapc_index,start_obs,end_obs,aapc,aapc_c_i_low,aapc_c_i_high,statistically_significant_0_no_1_yes,test_statistic,p_value,p_value_label,legend,Year,Value,max_joinpoints_setting,selected_joinpoints
Israel,1,Full Range,2010,2023,-2.25,-2.31,-2.18,1,-64.591,0,***,"2010~2023
-2.25(-2.31~-2.18)***",2010~2023,-2.25 (-2.31~-2.18),1,1
Italy,1,Full Range,2010,2023,-0.94,-1.23,-0.65,1,-6.317,0,***,"2010~2023
-0.94(-1.23~-0.65)***",2010~2023,-0.94 (-1.23~-0.65),1,1
Jamaica,1,Full Range,2010,2023,-1.83,-1.9,-1.77,1,-55.226,0,***,"2010~2023
-1.83(-1.90~-1.77)***",2010~2023,-1.83 (-1.90~-1.77),1,1
Japan,1,Full Range,2010,2023,-2.3,-2.37,-2.23,1,-63.881,0,***,"2010~2023
-2.30(-2.37~-2.23)***",2010~2023,-2.30 (-2.37~-2.23),1,1
Jordan,1,Full Range,2010,2023,-2.49,-2.59,-2.4,1,-49.893,0,***,"2010~2023
-2.49(-2.59~-2.40)***",2010~2023,-2.49 (-2.59~-2.40),1,1
Kazakhstan,1,Full Range,2010,2023,-3.29,-3.42,-3.17,1,-51.761,0,***,"2010~2023
-3.29(-3.42~-3.17)***",2010~2023,-3.29 (-3.42~-3.17),1,1
Kenya,1,Full Range,2010,2023,-0.47,-0.48,-0.45,1,-64.02,0,***,"2010~2023
-0.47(-0.48~-0.45)***",2010~2023,-0.47 (-0.48~-0.45),1,1
Kiribati,1,Full Range,2010,2023,-0.42,-0.45,-0.4,1,-30.23,0,***,"2010~2023
-0.42(-0.45~-0.40)***",2010~2023,-0.42 (-0.45~-0.40),1,1
Kuwait,1,Full Range,2010,2023,-2.31,-2.37,-2.25,1,-76.134,0,***,"2010~2023
-2.31(-2.37~-2.25)***",2010~2023,-2.31 (-2.37~-2.25),1,1
Kyrgyzstan,1,Full Range,2010,2023,-2.79,-2.88,-2.7,1,-61.106,0,***,"2010~2023
-2.79(-2.88~-2.70)***",2010~2023,-2.79 (-2.88~-2.70),1,1
Lao People's Democratic Republic,1,Full Range,2010,2023,-2.17,-2.23,-2.1,1,-62.985,0,***,"2010~2023
-2.17(-2.23~-2.10)***",2010~2023,-2.17 (-2.23~-2.10),1,1
Latvia,1,Full Range,2010,2023,-2.73,-2.84,-2.63,1,-50.91,0,***,"2010~2023
-2.73(-2.84~-2.63)***",2010~2023,-2.73 (-2.84~-2.63),1,1
Lebanon,1,Full Range,2010,2023,-2.28,-2.31,-2.26,1,-180.771,0,***,"2010~2023
-2.28(-2.31~-2.26)***",2010~2023,-2.28 (-2.31~-2.26),1,1
Lesotho,0,Full Range,2010,2023,-2.35,-2.42,-2.27,1,-65.172,0,***,"2010~2023
-2.35(-2.42~-2.27)***",2010~2023,-2.35 (-2.42~-2.27),1,0
Liberia,1,Full Range,2010,2023,-3.43,-3.46,-3.4,1,-191.832,0,***,"2010~2023
-3.43(-3.46~-3.40)***",2010~2023,-3.43 (-3.46~-3.40),1,1
Libya,1,Full Range,2010,2023,-1,-1.21,-0.79,1,-9.146,0,***,"2010~2023
-1.00(-1.21~-0.79)***",2010~2023,-1.00 (-1.21~-0.79),1,1
Lithuania,1,Full Range,2010,2023,-2.66,-2.82,-2.49,1,-31.653,0,***,"2010~2023
-2.66(-2.82~-2.49)***",2010~2023,-2.66 (-2.82~-2.49),1,1
Luxembourg,1,Full Range,2010,2023,-2.13,-2.16,-2.09,1,-123.147,0,***,"2010~2023
-2.13(-2.16~-2.09)***",2010~2023,-2.13 (-2.16~-2.09),1,1
Madagascar,1,Full Range,2010,2023,-2.14,-2.18,-2.1,1,-115.067,0,***,"2010~2023
-2.14(-2.18~-2.10)***",2010~2023,-2.14 (-2.18~-2.10),1,1
Malawi,1,Full Range,2010,2023,-2.96,-2.99,-2.92,1,-170.092,0,***,"2010~2023
-2.96(-2.99~-2.92)***",2010~2023,-2.96 (-2.99~-2.92),1,1
Malaysia,1,Full Range,2010,2023,-0.75,-0.77,-0.74,1,-111.836,0,***,"2010~2023
-0.75(-0.77~-0.74)***",2010~2023,-0.75 (-0.77~-0.74),1,1
Maldives,1,Full Range,2010,2023,-0.69,-0.77,-0.61,1,-16.361,0,***,"2010~2023
-0.69(-0.77~-0.61)***",2010~2023,-0.69 (-0.77~-0.61),1,1
Mali,1,Full Range,2010,2023,-3.2,-3.25,-3.14,1,-105.517,0,***,"2010~2023
-3.20(-3.25~-3.14)***",2010~2023,-3.20 (-3.25~-3.14),1,1
Malta,1,Full Range,2010,2023,-2.4,-2.44,-2.37,1,-119.435,0,***,"2010~2023
-2.40(-2.44~-2.37)***",2010~2023,-2.40 (-2.44~-2.37),1,1
Marshall Islands,1,Full Range,2010,2023,-0.62,-0.64,-0.59,1,-49.365,0,***,"2010~2023
-0.62(-0.64~-0.59)***",2010~2023,-0.62 (-0.64~-0.59),1,1
Mauritania,1,Full Range,2010,2023,-4.22,-4.27,-4.17,1,-165.815,0,***,"2010~2023
-4.22(-4.27~-4.17)***",2010~2023,-4.22 (-4.27~-4.17),1,1
Mauritius,1,Full Range,2010,2023,-0.61,-0.65,-0.57,1,-28.346,0,***,"2010~2023
-0.61(-0.65~-0.57)***",2010~2023,-0.61 (-0.65~-0.57),1,1
Mexico,1,Full Range,2010,2023,-2.22,-2.31,-2.13,1,-45.843,0,***,"2010~2023
-2.22(-2.31~-2.13)***",2010~2023,-2.22 (-2.31~-2.13),1,1
Micronesia (Federated States of),1,Full Range,2010,2023,-0.61,-0.64,-0.58,1,-38.708,0,***,"2010~2023
-0.61(-0.64~-0.58)***",2010~2023,-0.61 (-0.64~-0.58),1,1
Monaco,1,Full Range,2010,2023,-2.02,-2.04,-2,1,-181.167,0,***,"2010~2023
-2.02(-2.04~-2.00)***",2010~2023,-2.02 (-2.04~-2.00),1,1
Mongolia,0,Full Range,2010,2023,-2.71,-2.81,-2.61,1,-59.215,0,***,"2010~2023
-2.71(-2.81~-2.61)***",2010~2023,-2.71 (-2.81~-2.61),1,0
Montenegro,1,Full Range,2010,2023,-2.56,-2.64,-2.48,1,-61.759,0,***,"2010~2023
-2.56(-2.64~-2.48)***",2010~2023,-2.56 (-2.64~-2.48),1,1
Morocco,1,Full Range,2010,2023,-2.7,-2.73,-2.67,1,-162.188,0,***,"2010~2023
-2.70(-2.73~-2.67)***",2010~2023,-2.70 (-2.73~-2.67),1,1
Mozambique,1,Full Range,2010,2023,-2.17,-2.24,-2.11,1,-65.24,0,***,"2010~2023
-2.17(-2.24~-2.11)***",2010~2023,-2.17 (-2.24~-2.11),1,1
Myanmar,1,Full Range,2010,2023,-0.91,-0.93,-0.89,1,-102.305,0,***,"2010~2023
-0.91(-0.93~-0.89)***",2010~2023,-0.91 (-0.93~-0.89),1,1
Namibia,1,Full Range,2010,2023,-2.97,-3.06,-2.88,1,-64.676,0,***,"2010~2023
-2.97(-3.06~-2.88)***",2010~2023,-2.97 (-3.06~-2.88),1,1
Nauru,1,Full Range,2010,2023,-1.1,-1.15,-1.06,1,-46.66,0,***,"2010~2023
-1.10(-1.15~-1.06)***",2010~2023,-1.10 (-1.15~-1.06),1,1
Nepal,1,Full Range,2010,2023,-2.6,-2.69,-2.51,1,-53.567,0,***,"2010~2023
-2.60(-2.69~-2.51)***",2010~2023,-2.60 (-2.69~-2.51),1,1
Netherlands,1,Full Range,2010,2023,-2.06,-2.11,-2,1,-69.524,0,***,"2010~2023
-2.06(-2.11~-2.00)***",2010~2023,-2.06 (-2.11~-2.00),1,1
New Zealand,1,Full Range,2010,2023,-1.71,-1.77,-1.65,1,-55.171,0,***,"2010~2023
-1.71(-1.77~-1.65)***",2010~2023,-1.71 (-1.77~-1.65),1,1
Nicaragua,1,Full Range,2010,2023,-2.58,-2.67,-2.49,1,-55.242,0,***,"2010~2023
-2.58(-2.67~-2.49)***",2010~2023,-2.58 (-2.67~-2.49),1,1
Niger,1,Full Range,2010,2023,-2.81,-2.88,-2.75,1,-81.951,0,***,"2010~2023
-2.81(-2.88~-2.75)***",2010~2023,-2.81 (-2.88~-2.75),1,1
Nigeria,1,Full Range,2010,2023,-3.48,-3.52,-3.45,1,-194.194,0,***,"2010~2023
-3.48(-3.52~-3.45)***",2010~2023,-3.48 (-3.52~-3.45),1,1
Niue,1,Full Range,2010,2023,-0.75,-0.78,-0.71,1,-39.038,0,***,"2010~2023
-0.75(-0.78~-0.71)***",2010~2023,-0.75 (-0.78~-0.71),1,1
North Macedonia,1,Full Range,2010,2023,-2.21,-2.27,-2.14,1,-64.635,0,***,"2010~2023
-2.21(-2.27~-2.14)***",2010~2023,-2.21 (-2.27~-2.14),1,1
Northern Mariana Islands,1,Full Range,2010,2023,-0.52,-0.56,-0.49,1,-32.456,0,***,"2010~2023
-0.52(-0.56~-0.49)***",2010~2023,-0.52 (-0.56~-0.49),1,1
Norway,1,Full Range,2010,2023,-2.02,-2.06,-1.97,1,-81.492,0,***,"2010~2023
-2.02(-2.06~-1.97)***",2010~2023,-2.02 (-2.06~-1.97),1,1
Oman,1,Full Range,2010,2023,-2.86,-2.92,-2.81,1,-96.126,0,***,"2010~2023
-2.86(-2.92~-2.81)***",2010~2023,-2.86 (-2.92~-2.81),1,1
Pakistan,1,Full Range,2010,2023,-2.9,-2.97,-2.82,1,-75.058,0,***,"2010~2023
-2.90(-2.97~-2.82)***",2010~2023,-2.90 (-2.97~-2.82),1,1
Palau,1,Full Range,2010,2023,-0.59,-0.62,-0.56,1,-39.878,0,***,"2010~2023
-0.59(-0.62~-0.56)***",2010~2023,-0.59 (-0.62~-0.56),1,1
Palestine,1,Full Range,2010,2023,-2.7,-2.74,-2.66,1,-135.282,0,***,"2010~2023
-2.70(-2.74~-2.66)***",2010~2023,-2.70 (-2.74~-2.66),1,1
Panama,1,Full Range,2010,2023,-2.83,-2.96,-2.71,1,-44.328,0,***,"2010~2023
-2.83(-2.96~-2.71)***",2010~2023,-2.83 (-2.96~-2.71),1,1
Papua New Guinea,1,Full Range,2010,2023,-0.47,-0.5,-0.44,1,-29.378,0,***,"2010~2023
-0.47(-0.50~-0.44)***",2010~2023,-0.47 (-0.50~-0.44),1,1
Paraguay,1,Full Range,2010,2023,-2.52,-2.58,-2.47,1,-88.61,0,***,"2010~2023
-2.52(-2.58~-2.47)***",2010~2023,-2.52 (-2.58~-2.47),1,1
Peru,1,Full Range,2010,2023,-3.19,-3.28,-3.1,1,-69.877,0,***,"2010~2023
-3.19(-3.28~-3.10)***",2010~2023,-3.19 (-3.28~-3.10),1,1
Philippines,0,Full Range,2010,2023,-0.01,-0.02,-0.01,1,-5.616,0,***,"2010~2023
-0.01(-0.02~-0.01)***",2010~2023,-0.01 (-0.02~-0.01),1,0
Poland,1,Full Range,2010,2023,-2.6,-2.65,-2.54,1,-85.738,0,***,"2010~2023
-2.60(-2.65~-2.54)***",2010~2023,-2.60 (-2.65~-2.54),1,1
Portugal,1,Full Range,2010,2023,-2.42,-2.48,-2.36,1,-76.589,0,***,"2010~2023
-2.42(-2.48~-2.36)***",2010~2023,-2.42 (-2.48~-2.36),1,1
Puerto Rico,0,Full Range,2010,2023,-2.26,-2.32,-2.21,1,-88.607,0,***,"2010~2023
-2.26(-2.32~-2.21)***",2010~2023,-2.26 (-2.32~-2.21),1,0
Qatar,1,Full Range,2010,2023,-3.05,-3.13,-2.97,1,-71.049,0,***,"2010~2023
-3.05(-3.13~-2.97)***",2010~2023,-3.05 (-3.13~-2.97),1,1
Republic of Korea,1,Full Range,2010,2023,-2.69,-2.8,-2.59,1,-49.26,0,***,"2010~2023
-2.69(-2.80~-2.59)***",2010~2023,-2.69 (-2.80~-2.59),1,1
Republic of Moldova,1,Full Range,2010,2023,-3.19,-3.25,-3.13,1,-109.085,0,***,"2010~2023
-3.19(-3.25~-3.13)***",2010~2023,-3.19 (-3.25~-3.13),1,1
Romania,1,Full Range,2010,2023,-2.62,-2.71,-2.54,1,-62.492,0,***,"2010~2023
-2.62(-2.71~-2.54)***",2010~2023,-2.62 (-2.71~-2.54),1,1
Russian Federation,1,Full Range,2010,2023,-2.94,-3.01,-2.86,1,-73.159,0,***,"2010~2023
-2.94(-3.01~-2.86)***",2010~2023,-2.94 (-3.01~-2.86),1,1
Rwanda,1,Full Range,2010,2023,-2.6,-2.63,-2.57,1,-180.248,0,***,"2010~2023
-2.60(-2.63~-2.57)***",2010~2023,-2.60 (-2.63~-2.57),1,1
Saint Kitts and Nevis,1,Full Range,2010,2023,-2.04,-2.1,-1.97,1,-58.965,0,***,"2010~2023
-2.04(-2.10~-1.97)***",2010~2023,-2.04 (-2.10~-1.97),1,1
Saint Lucia,1,Full Range,2010,2023,-1.97,-2.05,-1.89,1,-47.959,0,***,"2010~2023
-1.97(-2.05~-1.89)***",2010~2023,-1.97 (-2.05~-1.89),1,1
Saint Vincent and the Grenadines,1,Full Range,2010,2023,-2.05,-2.12,-1.98,1,-57.707,0,***,"2010~2023
-2.05(-2.12~-1.98)***",2010~2023,-2.05 (-2.12~-1.98),1,1
Samoa,1,Full Range,2010,2023,-0.64,-0.67,-0.61,1,-40.78,0,***,"2010~2023
-0.64(-0.67~-0.61)***",2010~2023,-0.64 (-0.67~-0.61),1,1
San Marino,0,Full Range,2010,2023,-1.82,-1.84,-1.79,1,-157.694,0,***,"2010~2023
-1.82(-1.84~-1.79)***",2010~2023,-1.82 (-1.84~-1.79),1,0
Sao Tome and Principe,1,Full Range,2010,2023,-4.04,-4.08,-3.99,1,-165.363,0,***,"2010~2023
-4.04(-4.08~-3.99)***",2010~2023,-4.04 (-4.08~-3.99),1,1
Saudi Arabia,1,Full Range,2010,2023,-3.25,-3.31,-3.2,1,-108.004,0,***,"2010~2023
-3.25(-3.31~-3.20)***",2010~2023,-3.25 (-3.31~-3.20),1,1
Senegal,1,Full Range,2010,2023,-3.4,-3.48,-3.33,1,-84.943,0,***,"2010~2023
-3.40(-3.48~-3.33)***",2010~2023,-3.40 (-3.48~-3.33),1,1
Serbia,1,Full Range,2010,2023,-2.69,-2.77,-2.62,1,-69.266,0,***,"2010~2023
-2.69(-2.77~-2.62)***",2010~2023,-2.69 (-2.77~-2.62),1,1
Seychelles,1,Full Range,2010,2023,-0.48,-0.54,-0.41,1,-13.923,0,***,"2010~2023
-0.48(-0.54~-0.41)***",2010~2023,-0.48 (-0.54~-0.41),1,1
Sierra Leone,1,Full Range,2010,2023,-3.57,-3.61,-3.53,1,-160.749,0,***,"2010~2023
-3.57(-3.61~-3.53)***",2010~2023,-3.57 (-3.61~-3.53),1,1
Singapore,1,Full Range,2010,2023,-2.68,-2.74,-2.61,1,-77.927,0,***,"2010~2023
-2.68(-2.74~-2.61)***",2010~2023,-2.68 (-2.74~-2.61),1,1
Slovakia,1,Full Range,2010,2023,-2.51,-2.55,-2.46,1,-105.31,0,***,"2010~2023
-2.51(-2.55~-2.46)***",2010~2023,-2.51 (-2.55~-2.46),1,1
Slovenia,1,Full Range,2010,2023,-2.5,-2.6,-2.4,1,-48.763,0,***,"2010~2023
-2.50(-2.60~-2.40)***",2010~2023,-2.50 (-2.60~-2.40),1,1
Solomon Islands,1,Full Range,2010,2023,-0.57,-0.6,-0.53,1,-30.987,0,***,"2010~2023
-0.57(-0.60~-0.53)***",2010~2023,-0.57 (-0.60~-0.53),1,1
Somalia,1,Full Range,2010,2023,-2.37,-2.59,-2.16,1,-21.201,0,***,"2010~2023
-2.37(-2.59~-2.16)***",2010~2023,-2.37 (-2.59~-2.16),1,1
South Africa,1,Full Range,2010,2023,-0.26,-0.29,-0.24,1,-19.612,0,***,"2010~2023
-0.26(-0.29~-0.24)***",2010~2023,-0.26 (-0.29~-0.24),1,1
South Sudan,1,Full Range,2010,2023,-2.02,-2.1,-1.95,1,-53.826,0,***,"2010~2023
-2.02(-2.10~-1.95)***",2010~2023,-2.02 (-2.10~-1.95),1,1
Spain,0,Full Range,2010,2023,-2.55,-2.58,-2.52,1,-201.931,0,***,"2010~2023
-2.55(-2.58~-2.52)***",2010~2023,-2.55 (-2.58~-2.52),1,0
Sri Lanka,0,Full Range,2010,2023,0.26,0.18,0.34,1,7.536,0,***,"2010~2023
0.26(0.18~0.34)***",2010~2023,0.26 (0.18~0.34),1,0
Sudan,1,Full Range,2010,2023,-2.63,-2.67,-2.59,1,-128.192,0,***,"2010~2023
-2.63(-2.67~-2.59)***",2010~2023,-2.63 (-2.67~-2.59),1,1
Suriname,1,Full Range,2010,2023,-2.13,-2.17,-2.1,1,-117.482,0,***,"2010~2023
-2.13(-2.17~-2.10)***",2010~2023,-2.13 (-2.17~-2.10),1,1
Sweden,0,Full Range,2010,2023,-2.41,-2.46,-2.37,1,-119.285,0,***,"2010~2023
-2.41(-2.46~-2.37)***",2010~2023,-2.41 (-2.46~-2.37),1,0
Switzerland,1,Full Range,2010,2023,-1.87,-1.89,-1.84,1,-137.711,0,***,"2010~2023
-1.87(-1.89~-1.84)***",2010~2023,-1.87 (-1.89~-1.84),1,1
Syrian Arab Republic,1,Full Range,2010,2023,-2.05,-2.1,-2,1,-75.826,0,***,"2010~2023
-2.05(-2.10~-2.00)***",2010~2023,-2.05 (-2.10~-2.00),1,1
Taiwan,1,Full Range,2010,2023,-1.58,-1.62,-1.54,1,-85.324,0,***,"2010~2023
-1.58(-1.62~-1.54)***",2010~2023,-1.58 (-1.62~-1.54),1,1
Tajikistan,1,Full Range,2010,2023,-2.19,-2.26,-2.11,1,-55.738,0,***,"2010~2023
-2.19(-2.26~-2.11)***",2010~2023,-2.19 (-2.26~-2.11),1,1
Thailand,1,Full Range,2010,2023,-0.91,-0.93,-0.9,1,-113.626,0,***,"2010~2023
-0.91(-0.93~-0.90)***",2010~2023,-0.91 (-0.93~-0.90),1,1
Timor-Leste,1,Full Range,2010,2023,-0.27,-0.29,-0.26,1,-32.5,0,***,"2010~2023
-0.27(-0.29~-0.26)***",2010~2023,-0.27 (-0.29~-0.26),1,1
Togo,1,Full Range,2010,2023,-3.71,-3.76,-3.65,1,-134.412,0,***,"2010~2023
-3.71(-3.76~-3.65)***",2010~2023,-3.71 (-3.76~-3.65),1,1
Tokelau,1,Full Range,2010,2023,-1.06,-1.09,-1.03,1,-65.097,0,***,"2010~2023
-1.06(-1.09~-1.03)***",2010~2023,-1.06 (-1.09~-1.03),1,1
Tonga,1,Full Range,2010,2023,-0.79,-0.83,-0.75,1,-38.727,0,***,"2010~2023
-0.79(-0.83~-0.75)***",2010~2023,-0.79 (-0.83~-0.75),1,1
Trinidad and Tobago,1,Full Range,2010,2023,-2.26,-2.34,-2.18,1,-55.452,0,***,"2010~2023
-2.26(-2.34~-2.18)***",2010~2023,-2.26 (-2.34~-2.18),1,1
Tunisia,1,Full Range,2010,2023,-2.48,-2.5,-2.45,1,-203.071,0,***,"2010~2023
-2.48(-2.50~-2.45)***",2010~2023,-2.48 (-2.50~-2.45),1,1
Turkmenistan,1,Full Range,2010,2023,-2.52,-2.58,-2.45,1,-76.422,0,***,"2010~2023
-2.52(-2.58~-2.45)***",2010~2023,-2.52 (-2.58~-2.45),1,1
Tuvalu,1,Full Range,2010,2023,-0.74,-0.77,-0.72,1,-62.647,0,***,"2010~2023
-0.74(-0.77~-0.72)***",2010~2023,-0.74 (-0.77~-0.72),1,1
Türkiye,1,Full Range,2010,2023,-2.78,-2.92,-2.64,1,-39.184,0,***,"2010~2023
-2.78(-2.92~-2.64)***",2010~2023,-2.78 (-2.92~-2.64),1,1
Uganda,1,Full Range,2010,2023,-1.65,-1.71,-1.59,1,-54.972,0,***,"2010~2023
-1.65(-1.71~-1.59)***",2010~2023,-1.65 (-1.71~-1.59),1,1
Ukraine,1,Full Range,2010,2023,-1.88,-1.96,-1.8,1,-44.596,0,***,"2010~2023
-1.88(-1.96~-1.80)***",2010~2023,-1.88 (-1.96~-1.80),1,1
United Arab Emirates,1,Full Range,2010,2023,-2.45,-2.5,-2.41,1,-109.994,0,***,"2010~2023
-2.45(-2.50~-2.41)***",2010~2023,-2.45 (-2.50~-2.41),1,1
United Kingdom,1,Full Range,2010,2023,-2.03,-2.09,-1.97,1,-67.65,0,***,"2010~2023
-2.03(-2.09~-1.97)***",2010~2023,-2.03 (-2.09~-1.97),1,1
United Republic of Tanzania,1,Full Range,2010,2023,-3.28,-3.3,-3.27,1,-320.083,0,***,"2010~2023
-3.28(-3.30~-3.27)***",2010~2023,-3.28 (-3.30~-3.27),1,1
United States Virgin Islands,1,Full Range,2010,2023,-2.15,-2.17,-2.13,1,-193.304,0,***,"2010~2023
-2.15(-2.17~-2.13)***",2010~2023,-2.15 (-2.17~-2.13),1,1
United States of America,1,Full Range,2010,2023,1.28,0.65,1.92,1,3.982,0,***,"2010~2023
1.28(0.65~1.92)***",2010~2023,1.28 (0.65~1.92),1,1
Uruguay,1,Full Range,2010,2023,-1.89,-1.92,-1.87,1,-143.721,0,***,"2010~2023
-1.89(-1.92~-1.87)***",2010~2023,-1.89 (-1.92~-1.87),1,1
Uzbekistan,0,Full Range,2010,2023,-2.52,-2.58,-2.47,1,-106.476,0,***,"2010~2023
-2.52(-2.58~-2.47)***",2010~2023,-2.52 (-2.58~-2.47),1,0
Vanuatu,1,Full Range,2010,2023,-0.47,-0.49,-0.44,1,-37.233,0,***,"2010~2023
-0.47(-0.49~-0.44)***",2010~2023,-0.47 (-0.49~-0.44),1,1
Venezuela (Bolivarian Republic of),1,Full Range,2010,2023,-1.64,-1.7,-1.57,1,-51.532,0,***,"2010~2023
-1.64(-1.70~-1.57)***",2010~2023,-1.64 (-1.70~-1.57),1,1
Viet Nam,1,Full Range,2010,2023,-0.62,-0.68,-0.56,1,-19.68,0,***,"2010~2023
-0.62(-0.68~-0.56)***",2010~2023,-0.62 (-0.68~-0.56),1,1
Yemen,1,Full Range,2010,2023,-1.59,-1.72,-1.46,1,-23.358,0,***,"2010~2023
-1.59(-1.72~-1.46)***",2010~2023,-1.59 (-1.72~-1.46),1,1
Zambia,1,Full Range,2010,2023,-3.16,-3.21,-3.1,1,-108.451,0,***,"2010~2023
-3.16(-3.21~-3.10)***",2010~2023,-3.16 (-3.21~-3.10),1,1
Zimbabwe,1,Full Range,2010,2023,-3.72,-3.94,-3.5,1,-32.345,0,***,"2010~2023
-3.72(-3.94~-3.50)***",2010~2023,-3.72 (-3.94~-3.50),1,1
Afghanistan,1,Full Range,2010,2023,-3.32,-3.44,-3.2,1,-51.355,0,***,"2010~2023
-3.32(-3.44~-3.20)***",2010~2023,-3.32 (-3.44~-3.20),2,1
Albania,0,Full Range,2010,2023,-2.4,-2.43,-2.37,1,-169.044,0,***,"2010~2023
-2.40(-2.43~-2.37)***",2010~2023,-2.40 (-2.43~-2.37),2,0
Algeria,2,Full Range,2010,2023,-2.69,-2.7,-2.68,1,-454.471,0,***,"2010~2023
-2.69(-2.70~-2.68)***",2010~2023,-2.69 (-2.70~-2.68),2,2
American Samoa,2,Full Range,2010,2023,-0.56,-0.61,-0.51,1,-21.484,0,***,"2010~2023
-0.56(-0.61~-0.51)***",2010~2023,-0.56 (-0.61~-0.51),2,2
Andorra,1,Full Range,2010,2023,-1.95,-1.99,-1.91,1,-104.745,0,***,"2010~2023
-1.95(-1.99~-1.91)***",2010~2023,-1.95 (-1.99~-1.91),2,1
Angola,1,Full Range,2010,2023,-2.53,-2.71,-2.35,1,-27.791,0,***,"2010~2023
-2.53(-2.71~-2.35)***",2010~2023,-2.53 (-2.71~-2.35),2,1
Antigua and Barbuda,1,Full Range,2010,2023,-2.21,-2.24,-2.18,1,-141.55,0,***,"2010~2023
-2.21(-2.24~-2.18)***",2010~2023,-2.21 (-2.24~-2.18),2,1
Argentina,1,Full Range,2010,2023,-1.96,-1.99,-1.94,1,-154.285,0,***,"2010~2023
-1.96(-1.99~-1.94)***",2010~2023,-1.96 (-1.99~-1.94),2,1
Armenia,1,Full Range,2010,2023,-2.56,-2.65,-2.46,1,-51.18,0,***,"2010~2023
-2.56(-2.65~-2.46)***",2010~2023,-2.56 (-2.65~-2.46),2,1
Australia,1,Full Range,2010,2023,-1.51,-1.55,-1.47,1,-76.132,0,***,"2010~2023
-1.51(-1.55~-1.47)***",2010~2023,-1.51 (-1.55~-1.47),2,1
Austria,1,Full Range,2010,2023,-2.11,-2.14,-2.08,1,-132.151,0,***,"2010~2023
-2.11(-2.14~-2.08)***",2010~2023,-2.11 (-2.14~-2.08),2,1
Azerbaijan,1,Full Range,2010,2023,-2.66,-2.74,-2.58,1,-64.941,0,***,"2010~2023
-2.66(-2.74~-2.58)***",2010~2023,-2.66 (-2.74~-2.58),2,1
Bahamas,2,Full Range,2010,2023,-2.01,-2.03,-1.99,1,-184.487,0,***,"2010~2023
-2.01(-2.03~-1.99)***",2010~2023,-2.01 (-2.03~-1.99),2,2
Bahrain,1,Full Range,2010,2023,-2.53,-2.64,-2.43,1,-47.127,0,***,"2010~2023
-2.53(-2.64~-2.43)***",2010~2023,-2.53 (-2.64~-2.43),2,1
Bangladesh,2,Full Range,2010,2023,-3.49,-3.57,-3.41,1,-87.172,0,***,"2010~2023
-3.49(-3.57~-3.41)***",2010~2023,-3.49 (-3.57~-3.41),2,2
Barbados,1,Full Range,2010,2023,-2.07,-2.11,-2.03,1,-94.478,0,***,"2010~2023
-2.07(-2.11~-2.03)***",2010~2023,-2.07 (-2.11~-2.03),2,1
Belarus,2,Full Range,2010,2023,-3.14,-3.3,-2.99,1,-38.463,0,***,"2010~2023
-3.14(-3.30~-2.99)***",2010~2023,-3.14 (-3.30~-2.99),2,2
Belgium,2,Full Range,2010,2023,-2.32,-2.42,-2.22,1,-45.719,0,***,"2010~2023
-2.32(-2.42~-2.22)***",2010~2023,-2.32 (-2.42~-2.22),2,2
Belize,1,Full Range,2010,2023,-2.17,-2.21,-2.13,1,-96.864,0,***,"2010~2023
-2.17(-2.21~-2.13)***",2010~2023,-2.17 (-2.21~-2.13),2,1
Benin,2,Full Range,2010,2023,-3.41,-3.47,-3.35,1,-109.811,0,***,"2010~2023
-3.41(-3.47~-3.35)***",2010~2023,-3.41 (-3.47~-3.35),2,2
Bermuda,1,Full Range,2010,2023,-2.33,-2.38,-2.28,1,-89.724,0,***,"2010~2023
-2.33(-2.38~-2.28)***",2010~2023,-2.33 (-2.38~-2.28),2,1
Bhutan,2,Full Range,2010,2023,-3.11,-3.16,-3.06,1,-123.564,0,***,"2010~2023
-3.11(-3.16~-3.06)***",2010~2023,-3.11 (-3.16~-3.06),2,2
Bolivia (Plurinational State of),2,Full Range,2010,2023,-2.73,-2.83,-2.63,1,-52.852,0,***,"2010~2023
-2.73(-2.83~-2.63)***",2010~2023,-2.73 (-2.83~-2.63),2,2
Bosnia and Herzegovina,1,Full Range,2010,2023,-2.31,-2.39,-2.23,1,-55.534,0,***,"2010~2023
-2.31(-2.39~-2.23)***",2010~2023,-2.31 (-2.39~-2.23),2,1
Botswana,1,Full Range,2010,2023,-3.06,-3.23,-2.89,1,-35.591,0,***,"2010~2023
-3.06(-3.23~-2.89)***",2010~2023,-3.06 (-3.23~-2.89),2,1
Brazil,2,Full Range,2010,2023,-2.03,-2.05,-2.01,1,-207.581,0,***,"2010~2023
-2.03(-2.05~-2.01)***",2010~2023,-2.03 (-2.05~-2.01),2,2
Brunei Darussalam,2,Full Range,2010,2023,-1.98,-2.03,-1.93,1,-78.996,0,***,"2010~2023
-1.98(-2.03~-1.93)***",2010~2023,-1.98 (-2.03~-1.93),2,2
Bulgaria,1,Full Range,2010,2023,-2.58,-2.65,-2.51,1,-69.942,0,***,"2010~2023
-2.58(-2.65~-2.51)***",2010~2023,-2.58 (-2.65~-2.51),2,1
